Id,Name,description,Rating,Current_Price,Original_Price,Discount,Operating_System,Launch_Year,Warranty_years
635,Hyundai 109 cm , Ultra HD (4K,4.1,"25,999","57,990",55%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,NA
636,Panwood 80 cm , HD Ready LED TV,3,"6,799","11,500",40%,,2023,NA
637,SAMSUNG 189 cm , Ultra HD (4K,None,"1,28,990","1,82,900",29%, TizenUltra HD (4K) 3840 x 2160 Pixels,2023,1
638,TCL C755 138.71 cm , Ultra HD (4K,None,"79,990","1,69,990",52%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2024,2
639,PHILIPS 6800 Series 108 cm , Full HD LED Smart Linux based TV,4,"25,950","35,990",27%, Linux basedFull HD 1920 x 1080 Pixels,2021,NA
640,SAMSUNG Series 6 163 cm , Ultra HD (4K,None,"2,93,900","2,94,900",None, TizenUltra HD (4K) 3840 x 2160 Pixels,2017,1
641,LIMEBERRY 165 cm , QLED Ultra HD (4K,None,"49,499","1,99,999",75%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
642,Lloyd 109 cm , Ultra HD (4K,4.4,"33,499","60,990",45%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,1
643,Panasonic FX600 Series 139 cm , Ultra HD (4K,3.9,"69,999","1,09,900",36%, Linux basedUltra HD (4K) 3840 x 2160 Pixels,2018,1
644,LG OLED BX 164 cm , OLED Ultra HD (4K,3.5,"1,83,080","3,49,990",47%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2020,1
645,TCL 108 cm , QLED Ultra HD (4K,4.2,"32,990","60,990",45%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2024,2
646,SAMSUNG Q70RAK 163 cm , QLED Ultra HD (4K,3.5,"2,24,999","2,79,900",19%, TizenUltra HD (4K) 3840 x 2160 Pixels,2019,1
647,Compaq 127 cm , Ultra HD (4K,4.2,"22,990","43,999",47%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2023,1
648,LG 80 cm , HD Ready LED Smart WebOS TV,4.3,"23,247","28,000",16%, WebOSHD Ready 1366 x 768 Pixels,2019,1
649,SAMSUNG 138 cm , Ultra HD (4K,None,"63,609","78,900",19%, TizenUltra HD (4K) 3840 x 2160 Pixels,2024,2
650,SAMSUNG Q60BAKL 163 cm , QLED Ultra HD (4K,None,"1,09,990","2,09,990",47%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
651,LG Nanocell 190 cm , Ultra HD (4K,None,"4,45,044","5,49,990",19%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2020,1
652,INVANTER Elite Series 108 cm , Ultra HD (4K,None,"20,999","39,990",47%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2023,1
653,LG 81.28 cm , Full HD LED Smart WebOS TV,4.4,"16,814","21,240",20%, WebOSFull HD 1366 x 768 Pixels,2021,1
654,MOTOROLA EnvisionX 178 cm , Ultra HD (4K,4.3,"59,999","1,16,999",48%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
655,Xiaomi OLED Vision 138.8 cm , 4K Ultra HD Smart Android TV with Dolby Vision IQ and Dolby At...,4.1,"74,999","1,99,999",62%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,1
656,SAMSUNG BU8000B 109.22 cm , Ultra HD (4K,4.4,"39,990","62,900",36%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
657,Haier 165 cm , Ultra HD (4K,3.9,"64,990","1,05,990",38%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
658,SAMSUNG QN85BAKL 163 cm , QLED Ultra HD (4K,None,"1,59,990","2,79,900",42%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
659,LG 109.22 cm , Ultra HD (4K,4.2,"37,092","59,490",37%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2021,1
660,Dyanora AU Series 80 cm ," HD Ready LED Smart Android TV with Certified Android 11, Dolby Audio...",4.3,"10,999","19,999",45%, AndroidHD Ready 1366 x 768 Pixels,2023,NA
661,Panasonic 139 cm , Ultra HD (4K,None,"57,929","82,990",30%,,2023,1
662,Sansui 140 cm , QLED Ultra HD (4K,4.2,"38,990","59,990",35%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2022,1
663,SAMSUNG Q60BAKL 108 cm , QLED Ultra HD (4K,4.4,"46,900","79,900",41%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
664,SAMSUNG 7 138 cm , Ultra HD (4K,3,"56,990","79,400",28%, TizenUltra HD (4K) 3840 x 2160 Pixels,2021,1
665,SAMSUNG OLED 165.1 cm , OLED Ultra HD (4K,None,"2,17,990","2,39,900",9%, TizenUltra HD (4K) 3840 x 2160 Pixels,2024,2
666,Hisense Tornado 164 cm , Ultra HD (4K,4.3,"48,999","99,999",51%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,2
667,AYKON CLOUD TV 81 cm , Full HD LED Android Based TV,4.7,"9,999","29,999",66%, Android BasedFull HD 1366 x 768 Pixels,2023,Please
668,ONIDA 108 cm , Ultra HD (4K,4,"22,999","34,990",34%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
669,T,,3.7,"10,990","19,490",43%,,2023,NA
670,LG 164 cm , Ultra HD (4K,None,"1,11,990","1,29,990",13%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2020,1
671,SAMSUNG 8 189 cm , Ultra HD (4K,None,"1,34,990","2,54,900",47%, TizenUltra HD (4K) 3840 x 2160 Pixels,2021,1
672,LG 177 cm , Ultra HD (4K,None,"93,990","1,64,990",43%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
673,LEEMA 140 cm , Ultra HD (4K,3.8,"39,990","49,999",20%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,NA
674,SKYTRON 80 cm , HD Ready LED TV,4.3,"6,999","14,999",53%,,2022,NA
675,SONY Bravia 215 cm , Ultra HD (4K,None,"3,09,990","5,99,990",48%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,1
676,LG Pose Objet Collection 121 cm , OLED Ultra HD (4K,4.2,"1,04,990","1,99,990",47%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
677,Panasonic 80 cm , HD Ready LED Smart TV,4.5,"26,599",,None,,2022,1
678,LG Nanocell 139 cm , Ultra HD (4K,None,"57,990","1,19,990",51%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2021,1
679,INVANTER Elite Series 139 cm , Ultra HD (4K,None,"28,494","59,990",52%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2023,1
680,LG 189 cm , Ultra HD (4K,None,"4,39,990",,None, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
681,TCL P635 139 cm , Ultra HD (4K,3.9,"33,999","58,000",41%, Google TVUltra HD (4K) 3840 x 2161 Pixels,2023,2
682,SKYTRON 108 cm , Ultra HD (4K,3.5,"16,499","39,999",58%, Android BasedUltra HD (4K) 3840 x 2160 Pixels,2022,1
683,LG 164 cm , OLED Ultra HD (4K,None,"3,49,999","4,99,990",29%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2018,1
684,SONY Bravia 164 cm , OLED Ultra HD (4K,None,"3,09,990","4,79,990",35%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,1
685,Salora SLV 4501 126 cm , Ultra HD (4K,5,"33,999","42,750",20%, Android BasedUltra HD (4K) 3840 x 2160 Pixels,2021,NA
686,SONY Bravia 139 cm , Ultra HD (4K,None,"84,990","1,49,990",43%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,1
687,Mi X Series 163.9 cm , Ultra HD (4K,4.3,"59,999","89,999",33%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
688,LG 80 cm , HD Ready LED Smart WebOS TV,4.4,"21,899","30,490",28%, WebOSHD Ready 1366 x 768 Pixels,2018,1
689,SAMSUNG 80 cm , HD Ready LED Smart Tizen TV,3.4,"20,990","26,990",22%, TizenHD Ready 1366 x 768 Pixels,2021,1
690,Sansui 178 cm , Ultra HD (4K,4.6,"65,402","94,500",30%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,1
691,SAMSUNG Neo QLED 138 cm , QLED Ultra HD (4K,None,"1,24,990","1,89,990",34%, TizenUltra HD (4K) 3840 x 2160 Pixels,2023,1
692,SAMSUNG Q60RAK 163 cm , QLED Ultra HD (4K,None,"1,98,599","2,19,900",9%, TizenUltra HD (4K) 3840 x 2160 Pixels,2019,1
693,SONY Bravia 139 cm , Ultra HD (4K,None,"57,990","99,990",42%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2022,1
694,IMPEX 80 cm , HD Ready LED TV with 176 degree wide view,4,"7,499","15,990",53%,,2024,1
695,KODAK 100 cm , Full HD LED Smart Android TV 2024 Edition with Android 11 and Dolby Digital Plu...,4.4,"15,499","26,999",42%, AndroidFull HD 1920 x 1080 Pixels,2024,1
696,SAMSUNG Neo,,None,"1,87,490","2,19,900",14%, TizenUltra HD (4K) 3840 x 2160 Pixels,2024,2
697,TCL C755 163.83 cm , Ultra HD (4K,None,"1,09,990","2,29,990",52%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2024,2
698,Panasonic 81.28 cm , HD Ready LED TV,None,"14,561","19,990",27%,,2022,1
699,INVANTER Nova Series 80 cm , HD Ready LED Smart Android TV with Play Store | Wifi Enabled | Do...,None,"9,744","19,990",51%, AndroidHD Ready 1920 x 1080 Pixels,2023,1
700,Panasonic 164 cm , OLED Ultra HD (4K,None,"1,89,829","3,19,990",40%,,2023,1
701,Dyanora AU Series 108 cm ," Full HD LED Smart Android TV with Certified Android 11, Dolby Audio...",4.3,"16,999","32,999",48%, AndroidFull HD 1920 x 1080 Pixels,2022,1
702,LG Nanocell 164 cm , Ultra HD (4K,3.3,"1,39,990","2,54,990",45%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2020,1
703,Hisense L9HE 305 cm , Ultra HD (4K,None,"4,99,999","6,99,999",28%, VIDAAUltra HD (4K) 3840 x 2160 Pixels,2023,3
704,LG 126 cm , Ultra HD (4K,4.8,"47,990","72,990",34%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
705,TCL 215 cm , Ultra HD (4K,None,"1,74,990","4,99,990",65%, Google TVUltra HD (4K) 3840 × 2160 Pixels,2023,2
706,Aiwa 164 cm , Ultra HD (4K,None,"53,999","1,09,990",50%,,2022,NA
707,SAMSUNG 108 cm , Ultra HD (4K,4.3,"33,500","47,900",30%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
708,SAMSUNG Neo QLED 163 cm , QLED Ultra HD (8K,None,"3,14,990","3,44,900",8%, TizenUltra HD (8K) 7680 x 4320 Pixels,2023,1
709,SONY Bravia 164 cm , OLED Ultra HD (4K,None,"2,29,990","3,49,990",34%,,2022,1
710,SONY Bravia 108 cm , Full HD LED Smart Google TV,4.5,"44,990","64,990",30%, Google TVFull HD 1920 x 1080 Pixels,2022,1
711,SAMSUNG 80 cm , HD Ready LED Smart Tizen TV,4,"15,958","23,990",33%, TizenHD Ready 1366 x 768 Pixels,2020,1
712,SAMSUNG Q60BAKL 138 cm , QLED Ultra HD (4K,4.6,"71,900","1,21,990",41%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
713,KODAK 7XPRO Series 108 cm , Full HD LED Smart Android TV,4.4,"23,499","24,999",6%, AndroidFull HD 1920 x 1080 Pixels,2020,1
714,Lloyd 164 cm , QLED Ultra HD (4K,None,"64,999","1,04,990",38%, Google TVUltra HD (4K) 3840*2160 Pixels,2022,1
715,SAMSUNG Series 8 163 cm , Ultra HD (4K,None,"1,67,199","2,69,900",38%, TizenUltra HD (4K) 3840 x 2160 Pixels,2018,1
716,SAMSUNG 163 cm , QLED Ultra HD (4K,None,"1,79,990","2,99,900",39%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
717,TCL P635 Pro 189 cm , Ultra HD (4K,4.6,"84,990","2,59,990",67%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,2
718,skylive 80 cm , HD Ready LED Smart Android Based TV with Skylive 80 cm (32 inches,None,"7,565","12,999",41%, Android BasedHD Ready 1366 x 768 Pixels,2024,12
719,Acer 108 cm , Ultra HD (4K,4.1,"27,490","42,990",36%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2024,2
720,LG Nanocell 189 cm , Ultra HD (4K,None,"3,49,999","4,99,990",29%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2019,1
721,Haier 80 cm , HD Ready LED Smart TV,4.5,"12,490","27,990",55%,,2023,1
722,SAMSUNG Neo,,None,"1,39,990","1,61,900",13%, TizenUltra HD (4K) 3840 x 2160 Pixels,2024,2
723,IMPEX 108 cm , Full HD LED Smart Google TV with Dolby Audio,None,"22,999","39,990",42%," Google TVFull HD 1920(RGB)×1080, FHD 51PPI Pixels",2024,1
724,INVANTER Horizon Series 108 cm , Full HD LED Smart Android TV with Google Assistant Voice Remo...,None,"15,394","35,990",57%, AndroidFull HD 1920 x 1080 Pixels,2023,1
725,Panasonic 108 cm , Ultra HD (4K,None,"41,390","53,990",23%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
726,SAMSUNG OLED 165.1 cm , OLED Ultra HD (4K,None,"2,52,990","2,79,900",9%, TizenUltra HD (4K) 3840 x 2160 Pixels,2024,2
727,SAMSUNG OLED 195.58 cm , OLED Ultra HD (4K,None,"4,99,990","5,89,900",15%, TizenUltra HD (4K) 3840 x 2160 Pixels,2024,2
728,SAMSUNG 80 cm , HD Ready LED TV,4,"13,633","22,992",40%,,2018,1
729,SAMSUNG Series 4 80 cm , HD Ready LED TV,3.9,"13,633","27,900",51%,,2018,1
730,Haier 140 cm , Ultra HD (4K,None,"49,900","89,990",44%,,2023,1
731,LG 122 cm , OLED Ultra HD (4K,2.7,"94,990","1,10,690",14%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2021,Manufacturer
732,LG 164 cm , Ultra HD (4K,None,"1,73,999","2,09,990",17%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2017,NA
733,BeethoSOL 60 cm , HD Ready LED TV,4,"5,599","15,000",62%,,2022,NA
734,NU 109 cm , Ultra HD (4K,3.1,"23,490","49,999",53%,,2023,2
735,SONY Bravia 164 cm , Ultra HD (4K,None,"1,39,990","2,39,900",41%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2021,1
736,Acer I Series 80 cm ," HD Ready LED Smart Android TV with Android 11, 1.5GB RAM (2022 Model",4.3,"17,999","19,990",9%, AndroidHD Ready 1366 x 768 Pixels,2022,1
737,Mi 4X 108 cm , Ultra HD (4K,4.3,"34,999",,None, AndroidUltra HD (4K) 3840 x 2160 Pixels,2019,1
738,SAMSUNG Series 4 80 cm , HD Ready LED TV,4.3,"13,633","25,900",47%,,2018,1
739,Sansui 165 cm , Ultra HD (4K,None,"54,990","79,990",31%,,2020,1
740,SAMSUNG 139.7 cm , Ultra HD (4K,None,"61,990","82,900",25%, TizenUltra HD (4K) 3840 x 2160 Pixels,2023,1
741,LEEMA 127 cm ," Full HD LED Smart Android TV with 1GB+ 8GB, Powerful Audio 30W Tube Speakers, M...",3.8,"34,990","45,999",23%, AndroidFull HD 1920 x 1080 Pixels,2021,NA
742,SAMSUNG Neo QLED 189 cm , QLED Ultra HD (8K,None,"7,34,990","8,74,900",15%, TizenUltra HD (8K) 7680 x 4320 Pixels,2023,1
743,LG 164 cm , OLED Ultra HD (4K,None,"2,55,990",,None, WebOSUltra HD (4K) 3840 x 2160 Pixels,2024,1
744,SAMSUNG 80 cm , HD Ready LED Smart Tizen TV,4.2,"17,290","18,500",6%, TizenHD Ready 1366 x 768 Pixels,2022,1
745,LG 139 cm , Ultra HD (4K,None,"64,990","1,00,990",35%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
746,Panasonic 80 cm , HD Ready LED Smart TV with 60Hz,None,"17,780","22,990",22%,,2023,1
747,LG 164 cm , OLED Ultra HD (4K,4.8,"1,69,990","2,34,990",27%, WebOSUltra HD (4K) 3840 × 2160 Pixels,2022,1
748,BPL 109 cm , Full HD LED Smart Android TV,4.1,"22,019","40,000",44%, AndroidFull HD 1920 x 1080 Pixels,2020,NA
749,MOTOROLA EnvisionX 140 cm , QLED Ultra HD (4K,4.3,"34,999","59,990",41%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
750,LG C9 164 cm , OLED Ultra HD (4K,None,"2,62,999","3,64,990",27%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2019,1
751,SAMSUNG 7 108 cm , Ultra HD (4K,4.2,"33,890","49,990",32%, TizenUltra HD (4K) 3840 x 2160 Pixels,2021,1
752,INVANTER Nova Series 80 cm , HD Ready LED Smart Android TV with Built,None,"10,495","20,990",50%, AndroidHD Ready 1920 x 1080 Pixels,2023,1
753,fox,,None,"20,099","63,999",68%, AndroidUltra HD (4K) 1920×1080 Pixels,2023,1
754,SAMSUNG 80 cm , HD Ready LED Smart Tizen TV,4.3,"18,290","24,990",26%, TizenHD Ready 1366 x 768 Pixels,2020,1
755,smart s tech 127 cm , Ultra HD (4K,None,"28,399","34,999",18%,,2022,NA
756,SONY Bravia 164 cm , OLED Ultra HD (4K,None,"2,09,900","3,49,900",40%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2022,2
757,smart s tech 127 cm , Ultra HD (4K,None,"28,399","36,999",23%,,2022,NA
758,NU 109 cm , Full HD LED Smart WebOS TV,4.1,"19,025","39,999",52%, WebOSFull HD 1920 x 1080 Pixels,2023,NA
759,Haier 127 cm , Ultra HD (4K,5,"36,990","65,990",43%,,2023,1
760,smart s tech 127 cm , Ultra HD (4K,None,"27,898","36,999",24%,,2022,NA
761,iMEE Signature 140 cm , Ultra HD (4K,None,"40,999","59,999",31%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,NA
762,iMEE Supreme 108 cm , Full HD LED Smart Android TV,None,"25,799","40,999",37%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
763,Dyanora 127 cm , Ultra HD (4K,4.1,"26,499","43,999",39%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,NA
764,smart s tech 127 cm , Ultra HD (4K,None,"27,998","36,999",24%,,2022,NA
765,Haier Bezel Less Google Android TV,,4,"15,990","24,990",36%, AndroidHD Ready 1366 x 768 Pixels,2020,1
766,LG 127 cm , Ultra HD (4K,None,"48,990","69,990",30%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2021,2
767,SONY Bravia 164 cm , Ultra HD (4K,None,"1,75,640","1,99,900",12%,,2021,1
768,TCL 80 cm , Full HD LED Smart Android TV 2023 Edition with Google Assistant | Full HD Android ...,3.7,"14,780","20,990",29%," AndroidFull HD Full HD, 1920 x 1080 Pixels",2023,2
769,LG 164 cm , OLED Ultra HD (4K,None,"2,69,999","3,39,990",20%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2018,1
770,Panasonic 164 cm , Ultra HD (4K,None,"68,770","99,990",31%, AndroidUltra HD (4K) 3840*2160 Pixels,2023,1
771,Dyanora Sigma 108 cm , Full HD LED Smart Linux TV with 40 Watt Box Speakers & Bezel,4,"15,499","29,999",48%, LinuxFull HD 1920 x 1080 Pixels,2023,1
772,LG 164 cm , OLED Ultra HD (4K,None,"2,09,990","3,99,990",47%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2020,1
773,SAMSUNG Neo QLED 163 cm , QLED Ultra HD (8K,None,"3,64,990","4,39,900",17%, TizenUltra HD (8K) 7680 x 4320 Pixels,2023,1
774,JVC 189 cm , QLED Ultra HD (4K,None,"1,14,390","1,67,000",31%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
775,Sansui 178 cm , Ultra HD (4K,None,"64,990","94,500",31%,,2020,1
776,T,,3.7,"10,990","19,490",43%, LinuxHD Ready 1366 x 768 Pixels,2023,NA
777,JVC 164 cm , QLED Ultra HD (4K,None,"67,490","99,990",32%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,NA
778,JVC 148 cm , QLED Ultra HD (4K,None,"52,990","79,990",33%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,NA
779,smart s tech 127 cm , Ultra HD (4K,None,"27,498","36,999",25%,,2022,NA
780,Haier Bezel Less Google 80 cm , Full HD LED Smart Android TV with AI Smart Voice by Google Ass...,4.3,"15,999","33,081",51%, AndroidFull HD 1366 x 768 Pixels,2022,1
781,Salora X1 Series 164 cm , QLED Ultra HD (4K,None,"52,999","91,990",42%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2024,12
782,INVANTER 80 cm , HD Ready LED Smart WebOS TV with Magic Voice Remote,None,"12,591","23,990",47%, WebOSHD Ready 1920 x 1080 Pixels,2023,1
783,Lloyd 140 cm , Ultra HD (4K,None,"51,979","66,990",22%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
784,SAMSUNG QN800BK 189 cm , QLED Ultra HD (8K,None,"6,74,990","9,49,900",28%, TizenUltra HD (8K) 7680 x 4320 Pixels,2022,1
785,SAMSUNG LS01BAKL 125 cm , QLED Ultra HD (4K,None,"84,970","1,19,900",29%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
786,SAMSUNG 139 cm , Ultra HD (4K,3.8,"47,990","70,990",32%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
787,Aiwa 108 cm , Ultra HD (4K,None,"32,999","57,990",43%,,2022,NA
788,LG 109.22 cm , Ultra HD (4K,4.7,"36,990","57,990",36%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2021,1
789,LG 122 cm , OLED Ultra HD (4K,3.3,"94,891","1,54,990",38%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
790,Hyundai 80 cm , HD Ready LED Smart Android Based TV,None,"11,490","18,990",39%, Android BasedHD Ready 1366 x 768 Pixels,2023,NA
791,Panasonic 80 cm , Full HD LED Smart TV,4.3,"23,500","25,490",7%,,2022,1
792,Lloyd 189 cm , QLED Ultra HD (4K,None,"1,05,999","1,99,999",47%, Google TVUltra HD (4K) 3840*2160 Pixels,2022,1
793,SAMSUNG 108 cm , Full HD LED Smart Tizen TV,5,"31,990","51,999",38%, TizenFull HD 1920 x 1080 Pixels,2020,1
794,SONY Bravia 108 cm , Full HD LED Smart TV,5,"40,990","64,990",36%,,2022,1
795,LIMEBERRY 165 cm , QLED Ultra HD (4K,None,"49,499","92,999",46%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
796,Panwood 124 cm , Ultra HD (4K,3.6,"26,998","44,000",38%,,2023,NA
797,Lloyd 80 cm , HD Ready LED Smart Linux TV with A+ Grade Panel,4.1,"14,499","22,490",35%, LinuxHD Ready ?1366 x 768 Pixels,2022,1
798,iMEE Supreme 108 cm , Full HD LED Smart Android TV,None,"22,999","40,999",43%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
799,T,,None,"27,990","34,990",20%,,2022,NA
800,Haier 165 cm , Ultra HD (4K,None,"63,950","99,990",36%,,2023,2
801,LG 108 cm , Full HD LED Smart WebOS TV,4.2,"39,591","47,990",17%, WebOSFull HD 1920 x 1080 Pixels,2019,1
802,AISEN 98 cm , SD LED TV with Warranty: 1 Year Warranty on Product,None,"13,990","21,990",36%,,2023,1
803,Dyanora Sigma 80 cm , HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel,4,"8,999","18,499",51%, LinuxHD Ready 1366 x 768 Pixels,2022,NA
804,BPL 81.28 cm ," HD Ready LED Smart TV with Youtube, Prime video",4.6,"13,290","27,000",50%,,2023,2
805,LG 164 cm , Ultra HD (4K,None,"74,990","1,04,990",28%," WebOSUltra HD (4K) 3,840 x 2,160 Pixels",2023,1
806,SAMSUNG 125 cm , Ultra HD (4K,3.8,"50,990","78,900",35%, TizenUltra HD (4K) 3840 x 2160 Pixels,2021,1
807,SAMSUNG Q70BAKL 163 cm , QLED Ultra HD (4K,None,"1,29,990","2,34,900",44%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
808,Panasonic 139 cm , OLED Ultra HD (4K,None,"1,25,730","1,99,990",37%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2023,1
809,Coocaa 127 cm , Ultra HD (4K,4.1,"22,999","53,990",57%, LinuxUltra HD (4K) 3840 x 2160 Pixels,2019,1
810,Salora X1 Series 80 cm , HD Ready LED Smart Google TV,None,"11,499","22,990",49%, Google TVHD Ready 1366 x 768 Pixels,2024,12
811,smart s tech 127 cm , Ultra HD (4K,None,"27,899","36,999",24%,,2022,NA
812,Cellecor 100 cm , Full HD LED Smart Android TV,4.7,"16,999","25,999",34%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
813,SAMSUNG 7 138 cm , Ultra HD (4K,None,"49,990","70,990",29%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
814,VG 108 cm , Full HD LED Smart Android Based TV,None,"19,490","25,490",23%, Android BasedFull HD 1920 x 1080 Pixels,2022,NA
815,TCL P616 139 cm , Ultra HD (4K,4.7,"50,999","75,990",32%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,2
816,SAMSUNG 4 80 cm , HD Ready LED TV,3.8,"13,633","25,900",47%,,2017,1
817,SAMSUNG The Frame 165.1 cm , QLED Ultra HD (4K,None,"1,41,990","1,79,900",21%, TizenUltra HD (4K) 3840 x 2160 Pixels,2024,2
818,STARSHINE 127 cm , Ultra HD (4K,None,"27,999","32,000",12%, WebOSUltra HD (4K) 2160 x 3840 Pixels,2022,NA
819,Panasonic 109 cm , Ultra HD (4K,None,"40,990","56,990",28%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,1
820,Panasonic 80 cm , HD Ready LED Smart Android TV 2023 Edition with Sleek Design,4.2,"15,660","19,990",21%, AndroidHD Ready 1366 x 768 Pixels,2023,1
821,INVANTER Horizon Series 108 cm , Full HD LED Smart Android TV with Wifi Enabled | Miracast | W...,3.8,"14,131","25,990",45%, AndroidFull HD 1920 x 1080 Pixels,2023,1
822,AGE 138 cm , Ultra HD (4K,None,"43,990","74,990",41%, AndroidUltra HD (4K) 3840 X 2160 Pixels,2022,NA
823,Blaupunkt 100 cm , Full HD LED Smart Linux TV,4.2,"13,999","18,999",26%, LinuxFull HD 1920 x 1080 Pixels,2022,1
824,Sharp 81 cm , HD Ready LED TV,3.2,"24,950","25,990",4%,,2017,NA
825,SAMSUNG 138 cm , QLED Ultra HD (4K,None,"70,999","1,05,990",33%, TizenUltra HD (4K) 3840 x 2160 Pixels,2023,1
826,AISEN 80 cm , HD Ready LED Smart Android TV with Warranty: 1 Year Warranty on Product,None,"10,490","16,990",38%, AndroidHD Ready 1366 x 768 Pixels,2023,1
827,SAMSUNG QN95BAKL 138 cm , QLED Ultra HD (4K,None,"1,29,990","2,54,900",49%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
828,Mi 5A 80 cm , HD Ready LED Smart Android TV with Dolby Audio (2022 Model,4.4,"24,999",,None, AndroidHD Ready 1366 x 768 Pixels,2022,1
829,LIMEBERRY 110 inch , QLED Full HD Smart WebOS TV,None,"18,481","39,990",53%, WebOSFull HD 1080 Pixels,2023,1
830,IMPEX 164 cm , Ultra HD (4K,None,"61,490","91,000",32%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,NA
831,LG 106 cm , OLED Ultra HD (4K,4,"87,990","1,39,990",37%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
832,Samtonic 110 cm , Full HD LED Smart Android TV 2023 Edition,None,"20,424","34,500",40%, AndroidFull HD 1920x1080 Pixels,2023,1
833,Sansui 218 cm , Ultra HD (4K,None,"1,79,999","2,19,000",17%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2023,1
